city,date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Ahmedabad,14-09-2021,5,1842.5,20.56,32.56,0,25.99,104.13,116.89,8.04
Ahmedabad,15-09-2021,5,1108.17,8.61,35.3,0.07,28.37,68.97,76.19,4.69
Ahmedabad,16-09-2021,2,330.45,0.01,18.85,27.54,23.13,12.83,17.06,2.06
Ahmedabad,17-09-2021,2,367.17,0.43,18.68,9.39,19.07,15.6,19.32,2.82
Ahmedabad,18-09-2021,2,453.95,6.31,20.05,0.18,32.9,17.47,23.89,3.71
Ahmedabad,19-09-2021,2,403.88,0.06,12.85,17.7,8.94,15,18.3,2.95
Ahmedabad,20-09-2021,2,547.41,0.27,16.62,10.73,12.04,18.8,22.34,3.52
Ahmedabad,21-09-2021,2,514.03,0.54,18.85,7.87,14.54,19.5,23.13,3.04
Ahmedabad,22-09-2021,3,620.84,6.2,15.08,0.44,15.14,20.55,24.2,3.9
Ahmedabad,23-09-2021,3,587.46,2.12,19.71,3,15.97,20.15,23.11,3.77
Ahmedabad,24-09-2021,4,727.65,9.72,17.82,0.06,17.88,28.62,35.71,4.75
Ahmedabad,25-09-2021,4,741.01,7.49,22.96,0.31,19.07,31.75,45.34,4.69
Ahmedabad,26-09-2021,5,1668.93,37.55,15.42,0,17.64,81.22,102.48,6.78
Ahmedabad,27-09-2021,5,1188.28,18.55,17.31,0.01,15.97,52,61.49,5.83
Ahmedabad,28-09-2021,5,4379.27,123.38,22.62,0,37.67,263.05,309.26,23.05
Ahmedabad,29-09-2021,4,881.2,0,18.51,41.84,16.21,41.24,43.1,2.6
Ahmedabad,30-09-2021,2,427.25,0.23,22.62,11.62,25.75,12.26,13.67,0.93
Ahmedabad,01-10-2021,4,507.36,7.26,25.02,0.02,39.1,30.85,40.05,2.15
Ahmedabad,02-10-2021,5,1428.6,7.49,35.99,0.78,18.6,147.3,176.64,6.27
Ahmedabad,03-10-2021,5,1535.42,31.29,18.68,0,16.93,71.7,88.18,7.66
Ahmedabad,04-10-2021,5,1482.01,23.02,20.22,0.01,14.19,67.41,79.97,5.45
Ahmedabad,05-10-2021,5,3578.19,88.51,22.28,0,41.96,207.31,251.55,29.39
Ahmedabad,06-10-2021,5,1468.66,21.68,33.24,0,18.84,56.05,74.36,7.16
Ahmedabad,07-10-2021,5,4432.68,116.23,27.08,0,37.67,260.04,321.44,23.31
Ahmedabad,08-10-2021,5,6942.75,171.66,39.07,0,45.3,488.78,543.48,18.49
Ahmedabad,09-10-2021,5,881.2,0,22.28,32.54,14.54,75.01,84.63,4.37
Ahmedabad,10-10-2021,4,894.55,0.34,20.56,8.94,11.33,47.74,55.74,4.31
Ahmedabad,11-10-2021,5,2937.32,60.8,21.94,0,22.89,186.8,212.58,13.05
Ahmedabad,12-10-2021,5,1321.79,12.41,31.19,0.1,19.07,83.94,102.76,6.33
Ahmedabad,13-10-2021,5,7049.56,164.51,57.58,0,146.87,470.63,538.28,125.65
Ahmedabad,14-10-2021,5,3471.37,50.52,84.31,0,52.93,252.68,291,39.01
Ahmedabad,15-10-2021,5,3417.97,80.47,50.72,0,78.2,224.08,330.76,103.35
Ahmedabad,16-10-2021,5,3337.86,73.31,62.38,0,82.02,196.66,283.63,118.55
Ahmedabad,17-10-2021,5,2563.48,48.28,54.15,0,23.84,162.72,227.78,39.52
Ahmedabad,18-10-2021,5,2189.64,28.61,33.24,0,23.13,182.08,213.73,14.44
Ahmedabad,19-10-2021,5,801.09,0.04,27.76,31.11,17.64,60.11,86.44,12.67
Ahmedabad,20-10-2021,5,1922.61,24.59,40.1,0,21.22,143.58,239.68,21.53
Ahmedabad,21-10-2021,5,3685,69.74,58.26,0,41.96,232.35,327.36,43.06
Ahmedabad,22-10-2021,5,9826.66,214.58,150.8,0,204.09,696.79,773.86,168.2
Ahmedabad,23-10-2021,4,607.49,0,22.28,49.35,15.97,28.86,39.43,10.13
Ahmedabad,24-10-2021,2,353.81,0,11.31,57.94,10.73,14.61,25.22,5.7
Ahmedabad,25-10-2021,5,974.66,4.81,31.19,1.41,17.64,55.22,88.47,14.06
Ahmedabad,26-10-2021,5,3017.43,51.41,67.17,0,35.76,203.14,254.09,29.89
Ahmedabad,27-10-2021,5,1201.63,2.46,39.41,3.09,20.98,68.52,108.16,22.04
Ahmedabad,28-10-2021,5,1148.22,3.02,36.33,2.73,20.74,85.08,115.65,21.03
Ahmedabad,29-10-2021,5,1121.52,3.13,33.59,2.39,22.17,86.7,124.36,20.52
Ahmedabad,30-10-2021,5,2216.34,38,41.13,0,26.46,149.82,225.24,31.92
Ahmedabad,31-10-2021,5,1201.63,1.59,39.76,9.03,14.9,87.93,119.68,20.52
Ahmedabad,01-11-2021,5,2590.18,37.1,58.95,0,30.99,169.15,222.54,46.61
Ahmedabad,02-11-2021,5,1081.47,0.01,31.53,33.97,18.84,85.25,114.13,20.27
Ahmedabad,03-11-2021,5,687.6,0,18.85,60.8,14.19,50.89,65.39,14.95
Ahmedabad,04-11-2021,5,1054.76,0.13,34.96,19.67,20.5,70.13,95.09,20.77
Ahmedabad,05-11-2021,5,814.44,0,25.36,42.2,17.4,68.07,89.45,17.23
Ahmedabad,06-11-2021,5,847.82,0,26.39,37.19,15.97,71.85,92.14,17.73
Ahmedabad,07-11-2021,5,594.14,0,11.14,107.29,12.64,88,98.29,10.26
Ahmedabad,08-11-2021,5,640.87,0,12.51,85.12,10.85,93.76,104.72,12.16
Ahmedabad,09-11-2021,5,727.65,0,16.45,80.11,13.71,93.06,120.74,12.54
Ahmedabad,10-11-2021,5,700.95,0,16.79,85.83,15.5,90.66,118.33,13.93
Ahmedabad,11-11-2021,5,1068.12,0.01,34.27,34.33,18.84,93.96,126.74,18.75
Ahmedabad,12-11-2021,5,767.71,0,20.91,61.51,13.95,93.84,122.79,15.07
Ahmedabad,13-11-2021,5,761.03,0,18.68,67.23,13.71,99.08,120.77,14.44
Ahmedabad,14-11-2021,5,821.11,0,9.17,125.89,14.07,86.18,97.11,13.05
Ahmedabad,15-11-2021,5,1241.68,0,32.9,62.23,18.6,108.95,125.84,18.49
Ahmedabad,16-11-2021,5,821.11,0,12.34,110.15,15.5,78.45,89.06,14.44
Ahmedabad,17-11-2021,5,761.03,0,10.54,121.59,15.14,74.61,82.42,12.16
Ahmedabad,18-11-2021,5,707.63,0,10.45,107.29,15.5,112,119.7,9.12
Ahmedabad,19-11-2021,5,821.11,0,14.57,55.07,15.97,95.42,98.62,3.26
Ahmedabad,20-11-2021,5,794.41,0,14.22,67.23,16.45,90.54,97.25,9.63
Ahmedabad,21-11-2021,5,694.27,0,8.91,84.4,9.89,111.07,117.41,8.11
Ahmedabad,22-11-2021,5,654.22,0,10.54,81.54,11.32,135.91,144.8,8.04
Ahmedabad,23-11-2021,5,1255.04,0.02,40.78,25.39,18.6,176.2,197.18,12.79
Ahmedabad,24-11-2021,5,1522.06,0.37,54.15,12.7,20.74,126.55,146.96,21.28
Ahmedabad,25-11-2021,5,1708.98,0.68,58.95,10.73,23.6,119.67,145.14,22.8
Ahmedabad,26-11-2021,5,1335.14,0.06,47.3,23.6,16.69,95.53,120.56,17.48
Ahmedabad,27-11-2021,5,1628.88,18.55,38.73,0.02,19.31,134.95,173.78,25.59
Ahmedabad,28-11-2021,5,1094.82,0.41,31.19,10.1,12.87,112.51,140.66,24.07
Ahmedabad,29-11-2021,5,647.54,0,16.79,52.21,12.4,61.97,74.6,13.3
Ahmedabad,30-11-2021,5,500.68,0,11.82,75.1,11.92,58.76,69.23,10.77
Ahmedabad,01-12-2021,5,500.68,0,10.97,83.68,12.87,77.81,86.87,8.11
Ahmedabad,02-12-2021,5,640.87,0,9.17,77.25,10.01,109.07,110.85,2.66
Ahmedabad,03-12-2021,5,514.03,0,12.85,67.95,13.11,58.47,64.22,7.92
Ahmedabad,04-12-2021,5,567.44,0,10.97,72.96,11.56,90.78,97.24,8.36
Ahmedabad,05-12-2021,5,1068.12,0.1,27.08,18.24,11.21,170.19,190.98,7.79
Ahmedabad,06-12-2021,5,1081.47,0.41,34.96,10.91,12.64,136.58,154.15,9.12
Ahmedabad,07-12-2021,5,1108.17,0.91,30.85,17.88,12.52,150.84,172.99,13.05
Ahmedabad,08-12-2021,5,741,0,15.25,65.09,13.11,73.9,84.08,11.78
Ahmedabad,09-12-2021,5,841.14,0.01,23.99,31.47,13.59,75.99,92.8,16.47
Ahmedabad,10-12-2021,5,867.84,0.01,25.36,34.69,13.59,83.13,100.91,17.23
Ahmedabad,11-12-2021,5,934.6,0.11,30.5,18.78,13.47,86.95,108.24,18.49
Ahmedabad,12-12-2021,5,700.95,0,16.62,48.64,10.25,75.12,87.3,14.19
Ahmedabad,13-12-2021,5,707.63,0,18.68,55.07,11.56,79.25,92.89,13.93
Ahmedabad,14-12-2021,5,741,0,26.39,61.51,17.17,55.39,63.75,13.55
Ahmedabad,15-12-2021,5,854.49,0,30.16,45.78,16.45,78.14,90.96,16.09
Ahmedabad,16-12-2021,5,754.36,0,25.7,65.09,15.97,86.03,95.15,13.55
Ahmedabad,17-12-2021,5,741,0,22.28,78.68,19.07,93.19,102.78,12.41
Ahmedabad,18-12-2021,5,654.22,0,9.08,114.44,13.59,105.51,111.93,8.61
Ahmedabad,19-12-2021,4,500.68,0,8.05,110.15,13.83,49.99,54.54,8.74
Ahmedabad,20-12-2021,4,480.65,0,11.82,68.66,11.09,28.96,35.52,11.91
Ahmedabad,21-12-2021,5,934.6,0.02,27.76,34.33,17.64,75.84,94.29,18.49
Ahmedabad,22-12-2021,5,1895.9,13.19,56.21,0.35,19.07,146.89,176.52,24.57
Ahmedabad,23-12-2021,5,3124.24,39.79,84.31,0,23.13,208.95,242.71,29.39
Ahmedabad,24-12-2021,5,1789.09,7.04,65.8,0.98,18.6,128.55,159.5,11.91
Ahmedabad,25-12-2021,5,1441.96,11.51,55.52,0.47,15.26,100.48,134.15,6.52
Ahmedabad,26-12-2021,5,2109.53,16.54,59.63,0.12,16.93,186.58,238.32,15.2
Ahmedabad,27-12-2021,5,1602.17,2.18,52.78,5.14,17.4,172.19,210.87,19
Ahmedabad,28-12-2021,5,1321.79,0.04,37.7,25.39,18.12,164.7,196.92,17.73
Ahmedabad,29-12-2021,5,807.76,0.01,22.28,35.76,12.52,52.26,63.73,6.33
Ahmedabad,30-12-2021,4,614.17,0,11.82,80.11,10.73,41.54,47.82,10.13
Ahmedabad,31-12-2021,4,453.95,0,9.25,80.11,10.85,45.7,50.55,8.04
Ahmedabad,01-01-2022,4,520.71,0,10.45,68.66,10.61,42.05,48.01,9.12
Ahmedabad,02-01-2022,5,814.44,0.01,18.34,31.47,8.7,92.2,106.72,6.59
Ahmedabad,03-01-2022,5,754.36,0,15.77,47.92,9.66,103.5,115.67,9.88
Ahmedabad,04-01-2022,5,974.66,0,23.31,38.62,12.76,105.05,123.61,11.27
Ahmedabad,05-01-2022,5,1455.31,0.43,40.78,14.84,17.64,131.77,159.91,16.97
Ahmedabad,06-01-2022,4,660.9,0,23.99,45.06,18.84,41.78,46.99,4.94
Ahmedabad,07-01-2022,5,3257.75,76,50.04,0,33.38,240.45,287.95,16.21
Ahmedabad,08-01-2022,5,2990.72,58.11,29.82,0,25.99,177.74,194.29,11.65
Ahmedabad,09-01-2022,4,841.14,0.01,26.73,33.62,9.89,47.83,54.75,9.37
Ahmedabad,10-01-2022,4,707.63,0.01,25.7,36.84,11.32,30.44,36.97,12.79
Ahmedabad,11-01-2022,4,727.65,0,18.51,47.92,11.21,38.66,50.43,14.31
Ahmedabad,12-01-2022,4,794.41,0,25.7,42.92,14.78,45.47,55.96,14.19
Ahmedabad,13-01-2022,5,1174.93,1.22,38.73,9.92,12.99,79.1,101.48,15.71
Ahmedabad,14-01-2022,5,834.47,0,27.08,40.41,12.52,51.48,66.61,16.21
Ahmedabad,15-01-2022,5,947.95,0.01,29.82,37.19,13.35,78.99,95.99,16.72
Ahmedabad,16-01-2022,5,574.11,0,12.17,67.95,10.37,55.73,63.89,12.29
Ahmedabad,17-01-2022,5,667.57,0,14.74,51.5,9.3,71.22,81.6,13.55
Ahmedabad,18-01-2022,5,1401.9,0.18,45.93,16.99,15.97,126.59,148.74,13.55
Ahmedabad,19-01-2022,5,1922.61,9.16,60.32,0.66,19.55,169.21,192.39,13.93
Ahmedabad,20-01-2022,5,6301.88,110.86,122.01,0,123.98,595.31,648.62,105.38
Ahmedabad,21-01-2022,5,1922.61,34.42,31.87,0,21.7,127.41,168.42,15.83
Ahmedabad,22-01-2022,4,460.62,0,13.19,50.07,8.58,37.23,80.49,4.18
Ahmedabad,23-01-2022,5,300.41,0,5.74,117.3,7.75,61.99,230.85,3.29
Ahmedabad,24-01-2022,5,1708.98,14.75,39.76,0.39,27.42,103.77,125.89,31.41
Ahmedabad,25-01-2022,5,1815.8,10.73,69.23,1.74,20.98,107.1,126.83,21.28
Ahmedabad,26-01-2022,5,2429.96,32.63,65.12,0.01,20.03,159.3,198.42,23.56
Ahmedabad,27-01-2022,5,1842.5,18.1,47.3,0.19,18.6,133.14,167.68,26.09
Ahmedabad,28-01-2022,4,747.68,0,22.62,48.64,13.71,40.63,54.17,15.58
Ahmedabad,29-01-2022,5,934.6,0.46,31.53,15.56,14.31,59.94,79.15,18.49
Ahmedabad,30-01-2022,5,2109.53,25.48,51.41,0.02,16.21,153.63,189.07,28.63
Ahmedabad,31-01-2022,5,2136.23,28.16,60.32,0,28.85,144.05,173.91,39.52
Ahmedabad,01-02-2022,5,5126.95,101.92,49.35,0,38.15,365.92,419.71,35.46
Ahmedabad,02-02-2022,5,4005.43,82.25,84.31,0,77.25,269.95,364.99,79.04
Ahmedabad,03-02-2022,5,814.44,0.11,32.56,30.76,13.47,71.1,100.68,13.3
Ahmedabad,04-02-2022,5,1081.47,0.05,41.81,28.25,23.6,65.51,107.78,19.25
Ahmedabad,05-02-2022,5,7370,144.84,154.91,0,198.36,582.15,644.73,149.97
Ahmedabad,06-02-2022,5,1121.52,0,31.19,77.96,38.62,138.09,169.12,26.85
Ahmedabad,07-02-2022,5,1428.6,0,46.61,87.26,32.9,179.62,201.89,16.72
Ahmedabad,08-02-2022,5,1976.01,21.23,57.58,0.04,25.03,124.74,167.02,26.6
Ahmedabad,09-02-2022,5,5554.2,108.18,97.33,0,79.15,389.28,496.12,84.1
Ahmedabad,10-02-2022,4,741,0,28.79,52.93,18.36,49.45,60.41,14.19
Ahmedabad,11-02-2022,5,1188.28,0.56,37.7,12.7,18.12,85.96,114.72,22.55
Ahmedabad,12-02-2022,5,1201.63,1.54,40.1,8.23,20.74,75.7,102.16,22.29
Ahmedabad,13-02-2022,5,881.2,0.04,27.08,25.75,16.45,69.57,85.9,17.99
Ahmedabad,14-02-2022,5,934.6,0,30.16,60.8,17.88,71.09,88.42,18.49
Ahmedabad,15-02-2022,5,1041.41,0.01,39.07,35.76,23.13,77.84,91.18,19
Ahmedabad,16-02-2022,5,1976.01,10.73,69.23,0.94,31.47,152.84,180.64,26.6
Ahmedabad,17-02-2022,5,1895.9,27.49,41.13,0.02,30.28,120.38,161.36,30.15
Ahmedabad,18-02-2022,5,761.03,0,22.28,57.94,18.12,61.47,79.1,17.23
Ahmedabad,19-02-2022,5,1041.41,0,37.01,36.48,20.5,80.09,99.85,19.25
Ahmedabad,20-02-2022,4,547.41,0,21.25,72.24,15.74,36.11,47.9,11.65
Ahmedabad,21-02-2022,5,754.36,0,19.71,60.8,21.46,73.97,100.03,14.69
Ahmedabad,22-02-2022,4,734.33,0.12,29.13,23.96,16.69,38.79,57.71,13.55
Ahmedabad,23-02-2022,5,1041.41,1.17,39.41,9.92,22.65,55.28,76.55,18.24
Ahmedabad,24-02-2022,5,1949.31,16.99,70.6,0.14,30.99,102.63,148.71,25.08
Ahmedabad,25-02-2022,5,3017.43,44.7,86.37,0,58.65,175.05,228.56,49.14
Ahmedabad,26-02-2022,5,2910.61,28.16,89.11,0.01,66.76,205.5,255.37,55.22
Ahmedabad,27-02-2022,5,1562.12,15.42,46.61,0.1,27.66,88.69,126.22,26.09
Ahmedabad,28-02-2022,5,674.25,0,22.62,77.25,18.84,66.11,88.82,13.68
Ahmedabad,01-03-2022,5,2429.96,31.74,54.15,0,35.29,174.68,231.02,31.92
Ahmedabad,02-03-2022,5,2349.85,30.85,56.89,0,39.1,159.58,217.92,43.57
Ahmedabad,03-03-2022,4,647.54,0,23.31,66.52,18.12,42.94,61.85,12.79
Ahmedabad,04-03-2022,4,587.46,0,19.19,79.39,16.69,33.2,44.88,10.39
Ahmedabad,05-03-2022,4,974.66,0.01,37.7,35.76,20.27,42.86,61.07,16.97
Ahmedabad,06-03-2022,5,1335.14,2.15,39.76,4.38,25.51,74.41,98.43,23.56
Ahmedabad,07-03-2022,5,1268.39,0,45.24,36.12,29.8,73.04,94.33,20.01
Ahmedabad,08-03-2022,5,761.03,0,25.7,85.12,21.46,51.91,63.07,13.05
Ahmedabad,09-03-2022,5,5767.82,108.18,80.2,0,143.05,418.65,497.62,106.39
Ahmedabad,10-03-2022,5,814.44,0,19.02,74.39,20.27,79.41,90.96,13.05
Ahmedabad,11-03-2022,5,1041.41,0,37.01,41.84,23.84,64.99,95.29,16.21
Ahmedabad,12-03-2022,5,921.25,0,28.1,37.55,21.22,65.2,96.73,16.72
Ahmedabad,13-03-2022,5,2216.34,13.86,54.84,0.1,48.64,120.92,162.3,36.48
Ahmedabad,14-03-2022,5,2643.59,33.08,86.37,0,70.57,140.35,194.68,79.04
Ahmedabad,15-03-2022,5,1762.39,16.54,53.47,0.13,41.01,105.32,149.36,25.59
Ahmedabad,16-03-2022,5,647.54,0,23.31,55.79,17.64,50.34,81.35,13.05
Ahmedabad,17-03-2022,4,814.44,0.02,33.59,24.32,18.84,49.21,75.19,14.82
Ahmedabad,18-03-2022,5,1054.76,0.63,50.04,12.52,22.89,55.69,77.59,15.71
Ahmedabad,19-03-2022,4,600.81,0,20.22,61.51,13.95,41.8,61.24,9.5
Ahmedabad,20-03-2022,4,794.41,0,23.99,48.64,17.64,44,57.22,11.4
Ahmedabad,21-03-2022,5,2056.12,35.32,32.9,0,44.82,114.67,161.58,24.57
Ahmedabad,22-03-2022,3,473.98,0,16.11,59.37,13.35,23.55,39.19,9.75
Ahmedabad,23-03-2022,3,380.52,0,11.82,77.25,11.32,20.55,35.29,7.03
Ahmedabad,24-03-2022,5,1789.09,24.59,51.41,0,37.19,92.41,153.24,25.59
Ahmedabad,25-03-2022,4,774.38,0.01,29.82,40.05,19.31,46.66,60.82,11.27
Ahmedabad,26-03-2022,5,2162.93,25.26,43.18,0.01,39.58,126.1,182.76,24.83
Ahmedabad,27-03-2022,5,1895.9,30.4,32.56,0,41.48,103.94,146.13,27.87
Ahmedabad,28-03-2022,5,2136.23,34.87,47.98,0,47.21,114.31,162.88,30.15
Ahmedabad,29-03-2022,4,487.33,0,12.34,69.38,12.16,49.1,78.6,7.92
Ahmedabad,30-03-2022,5,367.16,0,10.02,72.24,11.68,54.33,115.12,5.38
Ahmedabad,31-03-2022,5,1081.47,0.99,40.78,16.45,24.08,61.34,99.76,16.97
Ahmedabad,01-04-2022,5,660.9,0,23.65,51.5,15.74,61.45,138.09,10.64
Ahmedabad,02-04-2022,5,520.71,0,16.11,81.54,15.5,75.67,131.11,7.79
Ahmedabad,03-04-2022,5,480.65,0,13.88,45.06,11.32,83.77,146.3,9.37
Ahmedabad,04-04-2022,5,2616.88,29.5,65.12,0,63.9,151.42,208.66,47.62
Ahmedabad,05-04-2022,5,1588.82,10.51,58.26,0.49,38.15,86.16,116.62,23.05
Ahmedabad,06-04-2022,4,574.11,0,18.34,65.8,14.31,40.79,54.83,11.53
Ahmedabad,07-04-2022,4,774.38,0,29.82,39.34,21.46,39.11,57.5,15.71
Ahmedabad,08-04-2022,5,1842.5,26.38,49.35,0.01,46.73,92.61,123.07,35.97
Ahmedabad,09-04-2022,4,423.91,0,11.14,77.96,10.49,32.5,54.75,6.59
Ahmedabad,10-04-2022,4,814.44,0.45,30.5,20.38,19.55,42.14,57.14,13.68
Ahmedabad,11-04-2022,4,403.88,0,10.37,51.5,12.52,34.16,58.06,6.52
Ahmedabad,12-04-2022,5,594.14,0,18.34,58.65,15.74,58.69,99.52,10.89
Ahmedabad,13-04-2022,5,627.52,0,23.31,53.64,18.12,55.28,101.97,10.26
Ahmedabad,14-04-2022,5,587.46,0,20.39,58.65,15.5,55.43,109.5,8.61
Ahmedabad,15-04-2022,4,614.17,0,21.76,52.93,16.93,49.94,84.37,10.39
Ahmedabad,16-04-2022,5,540.73,0,17.65,35.05,12.28,50.61,95.17,9.75
Ahmedabad,17-04-2022,4,377.18,0,10.71,52.21,8.23,40.71,84.67,7.16
Ahmedabad,18-04-2022,4,380.52,0,10.37,56.51,9.18,40.32,80.6,6.97
Ahmedabad,19-04-2022,4,594.14,0,21.08,49.35,13.59,41.21,70.34,10.01
Ahmedabad,20-04-2022,5,1201.63,2.74,45.93,9.57,29.33,65.62,100,16.72
Ahmedabad,21-04-2022,4,487.33,0,16.45,87.98,15.74,35.74,43.64,7.79
Ahmedabad,22-04-2022,5,847.82,0.01,32.56,25.75,24.8,52.53,102.17,16.21
Ahmedabad,23-04-2022,5,1308.44,10.28,47.98,3.53,31.47,61.87,108.29,19.76
Ahmedabad,24-04-2022,4,647.54,0,23.31,33.97,16.93,30.87,67.25,12.92
Ahmedabad,25-04-2022,5,1735.69,14.31,40.78,0.11,44.82,80.25,114.3,24.57
Ahmedabad,26-04-2022,4,380.52,0,10.02,72.96,10.85,24.68,65.75,6.71
Ahmedabad,27-04-2022,5,1375.2,9.28,39.07,0.46,35.76,67.31,107.38,22.8
Ahmedabad,28-04-2022,4,447.27,0,12.85,70.1,11.8,27.77,51.4,7.92
Ahmedabad,29-04-2022,5,1214.98,7.26,38.04,0.61,32.42,54.39,80.97,22.29
Ahmedabad,30-04-2022,4,343.8,0,8.05,75.1,9.18,32.05,58.02,4.12
Ahmedabad,01-05-2022,4,390.53,0,10.37,44.7,8.58,32.27,63.25,7.09
Ahmedabad,02-05-2022,4,350.48,0,9.34,36.48,8.34,32.1,55.83,5.7
Ahmedabad,03-05-2022,5,554.08,0,17.65,46.49,14.9,44.19,115.41,9.5
Ahmedabad,04-05-2022,5,534.06,0,15.94,38.27,15.14,40.96,101.24,8.87
Ahmedabad,05-05-2022,5,494,0,15.42,32.54,13.95,42.25,126.23,9.5
Ahmedabad,06-05-2022,5,640.87,0,22.62,49.35,15.5,59.85,188.68,8.87
Ahmedabad,07-05-2022,5,620.84,0,20.56,43.63,16.69,59.92,146.22,11.53
Ahmedabad,08-05-2022,5,350.48,0,8.91,65.8,8.23,50.07,138.61,5.26
Ahmedabad,09-05-2022,4,367.16,0,8.31,70.81,9.18,35.21,80.83,5.83
Ahmedabad,10-05-2022,4,350.48,0,8.31,70.81,9.3,31.96,72.41,5.38
Ahmedabad,11-05-2022,4,287.06,0,6.17,78.68,7.51,30.58,70.64,3.55
Ahmedabad,12-05-2022,4,290.39,0,6.34,82.25,7.75,34.61,95.21,3.99
Ahmedabad,13-05-2022,5,343.8,0,10.88,48.64,9.78,48.44,124.01,5.95
Ahmedabad,14-05-2022,5,320.43,0,12,36.84,13.95,112.92,289.67,3.99
Ahmedabad,15-05-2022,5,393.87,0,11.82,31.47,9.42,47.89,109.63,7.09
Ahmedabad,16-05-2022,5,283.72,0,6.6,72.96,9.66,89.43,222.3,3.42
Ahmedabad,17-05-2022,5,433.92,0,14.05,49.35,12.64,98.43,261.5,8.23
Ahmedabad,18-05-2022,5,320.43,0,12.34,69.38,15.5,149.29,409.29,3.17
Ahmedabad,19-05-2022,5,350.48,0,10.37,46.49,10.37,156.55,399.91,5.64
Ahmedabad,20-05-2022,5,400.54,0,12.68,67.95,11.92,92.24,205.94,6.78
Ahmedabad,21-05-2022,5,460.62,0,15.25,47.92,12.52,58.44,120.44,8.23
Ahmedabad,22-05-2022,5,257.02,0,5.65,55.07,7.33,51.47,132.53,2.37
Ahmedabad,23-05-2022,5,257.02,0,6.34,59.37,8.34,37.7,107.12,2.31
Ahmedabad,24-05-2022,5,307.08,0,9.25,43.63,10.85,35.27,137.56,4.02
Ahmedabad,25-05-2022,4,347.14,0,14.05,33.97,15.97,24.39,67.53,5.38
Ahmedabad,26-05-2022,4,337.12,0,13.19,40.05,14.42,25.99,74.89,5.32
Ahmedabad,27-05-2022,4,333.79,0,11.65,41.48,13.47,18.35,53.73,4.75
Ahmedabad,28-05-2022,4,370.5,0,13.71,49.35,16.21,20.05,63.88,5.45
Ahmedabad,29-05-2022,5,253.68,0,6.68,49.35,8.82,22.38,100.64,2.47
Ahmedabad,30-05-2022,5,333.79,0,10.28,52.93,10.97,31.29,133.15,5.13
Ahmedabad,31-05-2022,4,377.18,0,12.51,30.76,13.23,18.99,61.56,6.33
Ahmedabad,01-06-2022,4,340.46,0,9.94,43.99,9.3,18.79,58.51,5.07
Ahmedabad,02-06-2022,4,333.79,0,10.62,45.78,10.01,20.32,57.81,5.64
Ahmedabad,03-06-2022,3,300.41,0,9,56.51,10.25,14.18,49.36,4.31
Ahmedabad,04-06-2022,5,270.37,0,7.71,60.08,9.78,24.29,108.8,3.1
Ahmedabad,05-06-2022,4,337.12,0,9.77,44.7,8.34,21,62.33,6.27
Ahmedabad,06-06-2022,3,347.14,0,10.71,46.49,9.3,18.91,49.93,7.28
Ahmedabad,07-06-2022,4,363.83,0.03,14.22,21.46,15.26,16.87,50.32,6.02
Ahmedabad,08-06-2022,1,297.07,0,9.51,57.94,14.19,9.87,15.22,3.51
Ahmedabad,09-06-2022,2,367.16,0,12.51,43.99,13.95,10.45,17.77,5.32
Ahmedabad,10-06-2022,2,320.43,0.06,12.85,18.78,14.07,8.5,20.16,4.12
Ahmedabad,11-06-2022,2,310.42,0.02,13.02,25.39,13.95,10.07,25.96,4.37
Ahmedabad,12-06-2022,1,273.7,0.05,10.62,18.24,14.19,5.82,12.21,2.6
Ahmedabad,13-06-2022,1,303.75,0.31,17.65,9.92,26.7,7.48,11.48,2.41
Ahmedabad,14-06-2022,2,330.45,0.75,21.08,6.35,31.47,10.32,17.91,3.77
Ahmedabad,15-06-2022,1,280.38,0.17,16.79,13.05,25.03,7.51,15.58,2.88
Ahmedabad,16-06-2022,1,350.48,0.02,17.99,23.25,21.46,8.31,11.45,4.18
Ahmedabad,17-06-2022,2,317.1,0.2,17.65,12.34,22.65,11.6,18.49,3.7
Ahmedabad,18-06-2022,2,290.39,0.31,16.45,9.57,22.89,10.44,20.01,2.94
Ahmedabad,19-06-2022,1,263.69,0.13,13.02,13.05,19.07,9.43,17.87,2.31
Ahmedabad,20-06-2022,1,280.38,0.09,11.31,15.56,12.87,5.53,7.95,3.23
Ahmedabad,21-06-2022,2,327.11,0.11,15.94,15.2,18.12,11.95,16.56,4.02
Ahmedabad,22-06-2022,2,273.7,0.02,13.19,24.32,19.07,13.45,22.42,1.99
Ahmedabad,23-06-2022,3,427.25,1.1,44.55,4.78,69.62,21.86,26.16,2.88
Ahmedabad,24-06-2022,3,380.52,0,15.94,35.41,19.07,24.08,39.24,4.43
Ahmedabad,25-06-2022,4,423.91,0,21.59,34.69,23.13,33.56,38.95,1.49
Ahmedabad,26-06-2022,4,383.85,0,7.54,113.01,10.85,39.51,42.67,1.8
Ahmedabad,27-06-2022,2,337.12,0,10.97,47.92,14.42,17.77,22.59,1.23
Ahmedabad,28-06-2022,2,327.11,0.22,18.85,11.98,27.89,11.28,13.4,1.8
Ahmedabad,29-06-2022,1,347.14,0.02,16.45,22.71,19.31,8.13,11.35,4.69
Ahmedabad,30-06-2022,1,280.38,0.05,11.82,18.78,15.02,9.35,11.49,3.2
Ahmedabad,01-07-2022,1,310.42,0.07,14.91,16.99,18.36,6.6,7.98,2.94
